show_id,title,tags,word_count
s3637,Twelve Forever,"kelsyabbott,antonydelrio,jaylenbarron,mattberry,bridgeteverett,brandonwardell,steveagee,spencerrothbell,nicksumida,ashleyboettcher,waderandolph reggie' wild imagin unlock a weird and wonder world where she can be herself – and escap the pressur of grow up. kids'tv",24
s3638,Boi,"jorgem.fontana bernatquintana,adrianpang,andrewlua,rachellascar,finarius,mirandaga a young chauffeur who' at a crossroad in hi life escort a pair of client around barcelona and becom embroil in their mysteri quest. dramas,independentmovies,internationalmovi",27
s3639,Eerie,"mikhailr beaalonzo,jakecuenca,maxenemagalona,charosantos,maryjoyapostol,gabbypadilla,gillianvicencio when a student' suicid rattl an all-girl cathol school, a clairvoy guidanc counselor lean on a ghost to uncov the convent' abus past. horrormovies,internationalmovi",26
s3640,Girls With Balls,"olivierafonso victorartussolaro,manonazem,louiseblachère,tiphainedaviot,margotdufrene,anne-solennehatte,camillerazat,danyverissimo-petit,denislavant,auréliencotentin,mathieumadénian,thomasvandenbergh strand in the wood and eyebal by twist hunters, member of a women’ volleybal team bump it up in the most danger game of their lives. comedies,horrormovies,internationalmovi",29
s3641,My First First Love,"jisoo,jungchae-yeon,jinyoung,choiri,kangtae-oh,hongji-yoon due to variou person reasons, a group of yun tae-o’ friend move into hi house, where they experi love, friendship, and everyth in between. internationaltvshows,koreantvshows,romantictvshow",26
s3642,The Son,"sebastiánschindel joaquínfurriel,martinagusmán,lucianocáceres,heiditoini,reginalamm in thi psycholog thriller, painter lorenzo' life spiral out of control as he fear hi wife is tri to isol him from their infant son. dramas,independentmovies,internationalmovi",28
s3643,Another Life,"kateesackhoff,justinchatwin,samuelanderson,bluhunt,ajrivera,jakeabel,alexozerov,alexandereling,linarenna,selmablair after a massiv alien artifact land on earth, niko breckinridg lead an interstellar mission to track down it sourc and make first contact. britishtvshows,internationaltvshows,tvaction&adventur",25
s3644,The Great Hack,"karimamer,jehanenoujaim explor how a data compani name cambridg analytica came to symbol the dark side of social media in the wake of the 2016 u.s. presidenti election. documentari",28
s3645,Beat Bugs,"ashleighball,lilibeaudoin,charlesdemers,rebeccahusain,erinmathew with song made famou by the beatles, five friendli bug learn big lesson about the world around them – all from the safeti of their own backyard. kids'tv",29
s3646,D.L. Hughley: Contrarian,"jaychapman d.l.hughley d.l. hughley riff on hot-button polit issues, celebr scandals, hi mother' tough love and more in a rapid-fir stand-up show in philadelphia. stand-upcomedi",25
s3647,Demetri Martin: The Overthinker,"jaykaras,demetrimartin demetrimartin with hi signatur one-lin and drawings, demetri martin muse on doughnut holes, dogs, sport bars, the alphabet' most aggress letter and more. stand-upcomedi",25
s3648,The Beast Stalker,"dantelam nicholastse,nickcheung,zhangjing-chu,miaopu,liukai-chi,philipkeung,kwokjing-hung,shermanchung,zhanghe,wongsuet-yin,wongsum-yin feel guilti after a high-spe chase leav a girl dead, a determin sergeant pursu the crime boss who trigger the fatal car accident. action&adventure,cultmovies,internationalmovi",26
s3649,The Midas Touch,"chikeungfung chapmanto,charlenechoi,gaoyunxiang,shatinachen,aliceli,jiayuxie,jiemengzhuang,venuswong,ching-wanhui,jenniferzhang a debt collector take over the manag of a group of starlet after their talent agent default on a loan, but soon find he' in over hi head. comedies,internationalmovi",31
s3650,The Twins Effect II,"coreyyuen,patrickleung donnieyen,jayceechan,charlenechoi,gillianchung,wilsonchenbo-lin,tonyleungkafai,quying,fanbingbing,xiejing-jing,danielwu,edisonchen,jackiechan an empress rule over a land where men are subservi to women. but a propheci reveal that a boy will becom king and restor the male regime. action&adventure,comedies,internationalmovi",30
s3651,Twins Mission,"to-hoikong sammokam-bohung,gillianchung,charlenechoi,wujing,yuenwah,jesszhang,stevencheung,lierqiu,sheksau,samlee,andyliang to retriev a heal bead stolen from it guardian monks, a pair of bicker twin sister face off against an entir gang of rival twins. action&adventure,internationalmovi",28
s3652,Sexy Central,"jeanahopui-yu,joycecheng,avaliu,shigalin,kellychenjia-li,ericsuenyiu-wai,erickwok,mix,adampak,patricktang in the bustl center of hong kong, five young women reckon with betrayal, unrequit love and other matter of the heart. internationaltvshows,romantictvshows,tvdrama",23
s3653,"¡Ay, mi madre!","frankariza estefaníadelossantos,secundelarosa,terelepávez,maríaalfonsarosso,mariolafuentes,alfonsosánchez,pazvega,martatorné,conchagalán when her estrang mother suddenli dies, a woman must follow the quirki instruct laid out in the will in order to collect an import inheritance. comedies,internationalmovi",28
s3654,Comedians in Cars Getting Coffee,"jerryseinfeld jerryseinfeld jerri seinfeld' rove talk show combin coffee, laugh and vintag car into quirky, caffeine-fuel adventur with the sharpest mind in comedy. stand-upcomedy&talkshows,tvcomedi",24
s3655,The Epic Tales of Captain Underpants,"natfaxon,jaygragnani,ramonehamilton,seanastin,daycibrookshire,jorgediaz,evankishiyama fourth-grad friend georg and harold have a share love of prank and comic book – and turn their princip into an undies-wear superhero. kids'tv,tvcomedi",25
s3656,Typewriter,"aarnasharma,aaryanshmalviya,mikailgandhi,palashkamble,jishusengupta,palomighosh,purabkohli,sameerkochhar,saragesawat three young friend in goa plan to search an old villa for ghosts, but when a new famili move in, the home’ buri past resurfac in chill ways. internationaltvshows,tvhorror,tvmysteri",30
s3657,Rookie Historian Goo Hae-Ryung,"shinsae-kyeong,chaeun-woo,parkki-woong,leeji-hoon,parkji-hyun,gongjung-hwan,kimmin-sang,choiduk-mun,kimyeo-jin free spirit goo hae-ryung embark on a new life as a scholar in the joseon royal court after hear about a govern post for women historians. internationaltvshows,koreantvshows,romantictvshow",28
s3658,Secret Obsession,"petersullivan brendasong,mikevogel,dennishaysbert,ashleyscott,paulsloan,danielbooko when jennif wake up with amnesia after a traumat attack, her dote husband care for her. but she soon realiz the danger is far from over. thriller",29
s3659,Mauli,"adityasarpotdar riteishdeshmukh,saiyamikher,jitendrajoshi,siddarthjadhav,shrikantyadav,vijaynikam,umeshjagtap,ushanaik,girijaoak,geneliad'souza an unconvent polic offic face off against a gang of thug as he tri to bring order to the far-flung villag he’ been station in. action&adventure,dramas,internationalmovi",28
s3660,Pinky Malinky,"lucasgrabeel,nathankress,diamondwhite,dannyjacobs,retta,colleensmith,vargusmason,laurentom,robbiedaymond,greygriffin pinki malinki see the bright side of everything, includ be born a hot dog. with hi bff in tow, thi littl wiener take a bite out of life. kids'tv,tvcomedi",30
s3661,Unrequited Love,"zhuyanmanzi,zhaoshunran,shenyu,zhangyichi,mengqin,estherchen,zhangzhehao,hemeixuan,yuanbaizihui a complicated, one-sid secret attract send rippl through the live of a mild-mann student and her dash classmate. internationaltvshows,romantictvshows,tvdrama",20
s3662,Bogda,"nisheetakeni suhasjoshi,mrunmayeedeshpande,rohitkokate,ajinkyabhosale,jayantgadekar,vivekanandwalake,pallavimalvade,nirmalatikam an aspir dancer accompani her termin ill mother on one last road trip that altern strain and strengthen their knotti relationship. dramas,internationalmovi",24
s3663,"Frankenstein’s Monster’s Monster, Frankenstein","danielgraylongino davidharbour,alexozerov,kateberlant,maryworonov,alfredmolina,heatherlawless,michaellerner,marionvancuyck,brideyelliott,o-lanjones,lidiaporto,grahamwagner,randolphthompson when actor david harbour find lost footag of hi father' disastr televis stage play of a literari classic, he uncov shock famili secrets. comedi",26
s3664,Angel Beats!,"hiroshikamiya,harumisakurai,kanahanazawa,erikitamura,ryoheikimura,takahiromizushima,shuntakagi,fukosaito,yuimakino,hiromasuda,michaelrivas,eiichirotokumoto,yumikokobayashi,hirokitouchi,miyukisawashiro,chiematsuura,kanaasumi,emirikato in a high school that' a way station to the afterlife, a teenag get caught up in the battl for the right of those in thi purgatori world. animeseries,internationaltvshow",30
s3665,Anohana: The Flower We Saw That Day,"miyuirino,aikayano,harukatomatsu,takahirosakurai,saorihayami,takayukikondo,mitsuruogata,mutsumitamura,asamiseto,akitoyosaki,kaorumizuhara,yuimakino a teen haunt by the spirit of an old friend summon the other member of their childhood club to help fulfil the girl' final wish. animeseries,internationaltvshows,teentvshow",27
s3666,God Eater,"ryuichikijima,hiroakihirata,kazuyanakai,sayakaohara,daisukesakaguchi,maayasakamoto an enemi immun to convent arm ha caus the collaps of civil and humanity' onli hope lie in a new live weapon: the god arc. animeseries,internationaltvshow",27
s3667,GRANBLUE FANTASY the Animation,"yukiono,naotoyama,riekugimiya,miyukisawashiro,hiroakihirata,yukaritamura,kazuhiroyamaji,rietanaka,emirikato,tomokazusugita,kanaeito in a world where island float in the sky, gran encount a mysteri girl want by the erst empir for her abil to summon primal beasts. animeseries,internationaltvshow",28
s3668,3Below: Tales of Arcadia,"tatianamaslany,diegoluna,nickofferman,nickfrost,glennclose,alonaboutboul,hayleyatwell,darindepaul,andygarcia,cherylhines,tomkenny,chrisobi,colesand,frankwelker,stevenyeun after crash-land on earth, two royal teen alien on the run struggl to blend in with human as they evad intergalact bounti hunters. kids'tv,tvaction&adventure,tvsci-fi&fantasi",25
s3669,4L,"gerardoolivar jeanreno,hovikkeuchkerian,susanaabaitua,juandossantos,arturovalls,enriquesanfrancisco,francescgarrido,ericnguyen hope to reunit with a die friend, two longtim pal re-creat their desert road trip from spain to mali, bring along hi estrang daughter. comedies,dramas,independentmovi",27
s3670,Bonus Family,"veravitali,erikjohansson,fredrikhallgren,petramede,frankdorsin,jacoblundqvist,amandalindh,mariannemörck,barbrosvensson,annpetrén,johanulveson,leorazzak,felixengström a new couple, their exe and their children navig the emot challeng and tricki logist of blend famili life in thi swedish dramedy. internationaltvshows,tvdrama",25
s3671,Cities of Last Things,"widingho jackkao,leehong-chi,louisegrinberg,huanglu,dingn in a dystopian tale unfold in revers chronology, a man with a complic past take reveng on the individu who wrong him decad ago. dramas,independentmovies,internationalmovi",27
s3672,Extreme Engagement,"timnoonan,pjmadam an engag coupl travel the world for a year to explor marriag custom in divers cultures. will the journey bring them closer or tear them apart? internationaltvshows,realitytv",28
s3673,Kidnapping Stella,"thomassieben maxvondergroeben,jellahaase,clemensschick snatch off the street and held for ransom, a bound and gag woman use her limit power to derail her two mask abductors' care laid plans. dramas,internationalmovies,thril",29
s3674,One Spring Night,"hanji-min,junghae-in,kimjun-han,yimsung-eon,songseung-hwan,kilhae-yeon,leemoo-saeng,kimchang-wan when lee jeong-in and yu ji-ho meet, someth unexpect happens. or it just may be that spring is in the air – and anyth is possible. internationaltvshows,koreantvshows,romantictvshow",28
s3675,PILI Fantasy: War of Dragons,"wanghsi-hua,laiwei,zhangyu-quan,chenyu-kuan,gaoming-xiao,tianzhi-jie,lixiang-yu,guoya-zhen,zhanyi-chun,yeyu-jia as turmoil loom in the martial world, and the eight wonder of the evil dragon unleash dark forces, who will emerg as the new warrior legend? internationaltvshows,tvaction&adventure,tvsci-fi&fantasi",28
s3676,Point Blank,"joelynch frankgrillo,anthonymackie,marciagayharden,teyonahparris,borismcgiver,christiancooke,markicemoor to save hi pregnant wife, an emerg room nurs unwillingli partner with an injur murder suspect in a race against time and renegad cops. action&adventur",27
s3677,The Milk System,"andreaspichl farmers, scientist and industri insid delv into the hidden cost and consequ of global dairi product and offer up possibl solutions. documentaries,internationalmovi",23
s3678,True Tunes,"michelaluci,jamiewatson,ericpeterson,annaclairebartlam,nicolasaqui,corydoran,julielemieux true and her friend are drop sweet, silli beat with freshli modern music video set to the sound of classic nurseri rhyme songs. kids'tv",25
s3679,Parchís: the Documentary,"danielarasanz the spotlight' on parchís, a record company-cr spanish boy/girl band that had unpreced success with top 10 song and hit film in the '80s. documentaries,internationalmovies,music&mus",26
s3680,Aziz Ansari: RIGHT NOW,"spikejonz azizansari in a comedi special direct by spike jonze, aziz ansari share deep person insight and hilari take on wokeness, famili and the social climate. stand-upcomedi",27
s3681,Free Rein,"jaylenbarron,manpreetbambra,celinebuckens,freddycarter,carolineford,nataliegumede,bruceherbelin-earle,noahhuntley,kerryingram,paulluebke,geoffreymcgivern,naviazirailirobinson,milotwomey,carlawoodcock a 15-year-old from la spend the summer at her mom' childhood home on an island off the coast of england, where she bond with a mysteri horse. britishtvshows,kids'tv,tvdrama",29
s3682,"River, el más grande siempre","marceloaltmark,marianomucci,luisa.scalella experi the highlight of argentin soccer team club atlético river plate' long history, from it earli develop to it major victories. documentaries,internationalmovies,sportsmovi",23
s3683,The Legend of White Snake,"yumenglong,jujingyi,peizitian,xiaoyan,niezihao,yulang in thi new take on a classic tale, an ancient snake spirit transform into a beauti woman and fall in love with a doctor unawar of her true form. internationaltvshows,romantictvshows,tvdrama",31
s3684,Cristina,"michèleohayon in thi short documentary, 37-year-old cristina valiantli battl cancer while do all she can to encourag other to live in the moment. documentari",24
s3685,Kakegurui,"minamihamabe,mahirotakasugi,aoimorikawa yumeko jabami enrol at hyakkaou privat academy, where student are rank by their gambl win and fame and fortun await those on top. internationaltvshows,tvdramas,tvthril",25
s3686,Stranger Things,"winonaryder,davidharbour,finnwolfhard,milliebobbybrown,gatenmatarazzo,calebmclaughlin,nataliadyer,charlieheaton,carabuono,noahschnapp,matthewmodine,joekeery,dacremontgomery,sadiesink,paulreiser,seanastin when a young boy vanishes, a small town uncov a mysteri involv secret experiments, terrifi supernatur forc and one strang littl girl. tvhorror,tvmysteries,tvsci-fi&fantasi",24
s3687,The Last Czars,"robertjack,susannaherbert,bencartwright,oliverdimsdale,gavinmitchell,elsiebennett,bernicesteg when social upheav sweep russia in the earli 20th century, czar nichola ii resist change, spark a revolut and end a dynasty. docuseries,tvdrama",24
s3688,Yummy Mummies,"lorinskamerrington,janescandizzo,rachelwatts,mariadigeronimo it' drama down under when expect mother with model good look and lavish lifestyl pull out all the stop to prepar for their new arrivals. internationaltvshows,realitytv",27
s3689,Bangkok Love Stories: Objects of Affection,"apinyasakuljaroensuk,kanokchatmunyadon,gyeonseo,nalinhohler,thongpoomsiripipat,chinawutindracusin,preeyadasitthachai,akarinakaranitimaytharatt,adulcharoenrasameekiat,kanlayalertkasemsup a kind comput repairman fall for a street-smart graffiti artist whose multipl person disord worsen after she wit a doubl murder. internationaltvshows,romantictvshows,tvdrama",23
s3690,Bangkok Love Stories: Plead,"chanonsantinatornkul,sutattaudomsilp,morakotliu,varotmakaduangkeo,sutthatipwutichaipradit,cholsawastiewwanichkul,surapolpoonpiriya,hattayawongkrachang in bangkok' chinatown, a spirit digit market expert fall for a blind fortune-teller, but their love is predestin to end in disaster. internationaltvshows,romantictvshows,tvdrama",24
s3691,Designated Survivor: 60 Days,"jijin-hee,leejun-hyuk,heojun-ho,kanghan-na,baejong-ok,kimgyu-ri,sonsuk-ku,choiyoon-young,leemoo-saeng when the nation assembl suffer a catastroph attack, minist of environ park mu-jin must find a way to lead korea through the ensu chaos. internationaltvshows,koreantvshows,tvdrama",26
s3692,DreamWorks Kung Fu Panda Awesome Secrets,"jackblack,dustinhoffman,dennishaysbert,paulscheer,randalldukkim,davidcross,jessicadicicco,jayceechan,angelinajolie,sethrogen,tonyleondi in thi pair of adventures, po tell the stori of how master thunder rhino, storm ox and croc met and take on shifu' biggest challeng yet. kids'tv,tvaction&adventure,tvcomedi",28
s3693,Hatchimals | Adventures in Hatchtopia,"samvincent,kiratozer,andrealibman these fun-lov creatur hatch from their shell and spread friendship, laughter and life lesson in the land of hatchtopia. kids'tv",21
s3694,Katherine Ryan: Glitter Room,"lindamendoza katherineryan fresh from a tour, comedian katherin ryan share shrewd observ about school bullies, reveng bodi and rais a veri fanci child. stand-upcomedi",24
s3695,Molang,"brunoguéraçagu an imaginative, big-heart bunni and hi friend, a shi chick, explor the everyday joy of their pastel-color world. kids'tv",20
s3696,Rabbids Invasion,"damienlaquet,davidgasman,barbarascaff giant, rambuncti rabbit have invad and are wreak havoc on the world. but we'll have to get use to them, becaus they'r not go anywhere! kids'tv,tvcomedi",27
s3697,Record of Grancrest War,"kentarokumagai,akarikito,yuichinakamura,reinaueda,satoshihino,yoshitsugumatsuoka,natsumitakamori,aikayano,takahirosakurai,wataruhatano,yuichiiguchi,minorisuzuki,meguminakajima,yuhkokaida,chikaanzai,yumiuchiyama,kaedehondo,satoshimikami,ayanesakura,ariozawa,tatsuhisasuzuki,hiroshimono lone mage siluca wander the land of atlatan, disgust by it greedi nobility. when she meet knight errant theo, she see a chanc to creat peace. animeseries,internationaltvshow",28
s3698,War Against Women,"hernánzin film over three year in 10 countries, thi documentari give voic to the women who have becom victim of sexual violenc as weapon of war. documentaries,internationalmovi",27
s3699,Inhuman Kiss,"sittisirimongkolsiri phantirapipityakorn,oabnithiwiwattanawarang,sapolassawamunkong,surasakvongthai,sahatchai'stop'chumrum,sahajakboonthanakit,makornsupinacharoen,sasithornpanichnok a teenag girl is caught between the affect of two childhood friend while battl the bloodthirsti demon insid of her that manifest at night. horrormovies,internationalmovies,romanticmovi",27
s3700,Romeo Akbar Walter,"robbiegrew johnabraham,jackieshroff,mouniroy,sikanderkher,raghuviryadav,alkaamin,rajeshshringarpure,anilgeorg in 1971, a fallen armi major’ son is tap by india' research and analysi wing to serv as an undercov agent in pakistan in the lead-up to war. dramas,internationalmovies,thril",31
s3701,Scare Tactics,"tracymorgan,laurenash thi ghoulish but hilari hidden-camera show from syfi find mischiev friend and famili member set up unsuspect victim for elabor prank that use high-qual makeup and special effect to unleash their worst fear upon them. realitytv,tvcomedies,tvhorror",37
s3702,Super Deluxe,"thiagarajankumararaja vijaysethupathi,fahadhfaasil,samantharuthprabhu,ramyakrishnan,mysskin,gayathrie,ashwanthashokkumar,bagavathiperum sex, stigma and spiritu merg in these eccentr stori of an angsti teenager, an unfaith wife and a transgend woman return to her past. comedies,dramas,internationalmovi",27
s3703,Dope,"film from the perspect of dealers, user and the police, thi vivid seri offer a brace look at the war on drugs. crimetvshows,docuseri",23
s3704,El testigo,"katehorn jesúsabadcolorado colombian photojournalist jesú abad colorado share the stori behind a seri of civil war photograph he captur throughout the '80 and '90s. documentaries,internationalmovi",25
s3705,Exhibit A,"thi true crime seri show how innoc peopl have been convict with dubiou forens techniqu and tool such as touch dna and cadav dogs. crimetvshows,docuseries,science&naturetv",25
s3706,Instant Hotel,"lukejacobz,julietashworth team of australian homeown compet for the titl of best instant hotel by stay overnight in each other' rental and rate their experience. internationaltvshows,realitytv",25
s3707,La Leyenda del Diamante,"robertogiraultfacha analayevska,alexsirvent,paulinagoto,fernandoestrada,alejandrooliva,davidvillegas,xaviercervantes,cuauhtémocduque,karymelozano,rodrigotreviño when a gun-tot rebel tri to rescu her kidnap sister, she find herself up against a wide fear desperado and a curs guardian of treasure. action&adventure,internationalmovies,sci-fi&fantasi",28
s3708,Motown Magic,"imagin boy ben transform hi citi by bring color street art to life, arm with a magic paintbrush – and the classic sound of motown. kids'tv,tvsci-fi&fantasi",26
s3709,Paquita Salas,"braysefe,beléncuesta,lidiasanjosé,álexdelucas,marionateré one of spain' best talent agent in the '90s, paquita now find herself search desper for new star after suddenli lose her biggest client. internationaltvshows,spanish-languagetvshows,tvcomedi",26
s3710,ANIMA,"paulthomasanderson thomyork in a short music film direct by paul thoma anderson, thom york of radiohead star in a mind-bend visual piece. best play loud. dramas,independentmovies,music&mus",26
s3711,Answer for Heaven,"sunnysuwanmethanont,kankantathavorn,pattarasayakreuasuwansri,chayananmanomaisantiphap,suwaphattechaviriyawong,prachakornpiyasakulkaew,nattarikathampridanant,michaelshaowanasai,pattanachaiadirek an angel fall to earth to investig whi human are do fewer good deed – and fall in with a hard-charg crime report and hi news team. crimetvshows,internationaltvshows,tvcomedi",29
s3712,Daniel Sosa: Maleducado,"alexdíaz,marcosbucay danielsosa in hi second stand-up special, daniel sosa reminisc about hi childhood, ponder mexican tradit and point out a major problem with ""coco."" stand-upcomedi",25
s3713,Hikaru Utada Laughter in the Dark Tour 2018,"hikaruutada celebr twenti year sinc her debut, hikaru utada take the stage at makuhari mess for the final perform of her laughter in the dark tour. internationalmovies,music&mus",27
s3714,Kahaani,"sujoyghosh vidyabalan,parambratachatterjee,dhritimanchatterjee,saswatachatterjee,indraneilsengupta,nawazuddinsiddiqui,darshanjariwala,masoodakhtar,riddhisen pregnant and alon in the citi of kolkata, a woman begin a relentless search for her miss husband, onli to find that noth is what it seems. internationalmovies,music&musicals,thril",30
s3715,Unbroken,"svatichakravartybhatk after the brutal murder of their love ones, three individu share how they heal through forgiv in thi documentari present by aamir khan. documentaries,internationalmovi",25
s3716,Mike Epps: Only One Mike,"kevinbray mikeepp in a raw stand-up comedi special, mike epp mix it up as he tackl sexual misconduct, special ed, age bodi part and much more. stand-upcomedi",27
s3717,Forest of Piano,"somasaito,junichisuwabe,natsukihanae,yuichinakamura,kenn,aoiyuki,mariyaise,katsuyukikonishi,toshiyukitoyonaga,kojiyusa,hiroshiyanaka,ryokoshiraishi,yotaichi,mariemiyake,ryohirohashi,motokokumai,maayasakamoto,hideyukitanaka,binshimada kai grow up play an old piano discard in the woods; shuhei' father is a famou pianist. their chanc meet transform their live and music. animeseries,internationaltvshow",27
s3718,Triple Threat,"jessev.johnson,jessejohnson tonyjaa,ikouwais,tigerchen,scottadkins,celinajade,michaelbisping,michaeljaiwhite,jeejayanin,dominiquievandenberg a crew of ruthless crimin hire to kill an influenti heiress meet their match in a trio of surprisingli adept fighter who come to her aid. action&adventure,internationalmovi",29
s3719,Blood Will Tell,"miguelcohan,miguelcohan oscarmartínez,doloresfonzi,diegovelázquez,paulinagarcia,luisgnecco,malenasánchez,emiliovodanovich,normanbriski famili patriarch elía begin to unravel after the death of hi wife – which cast a suspici light on her tragic accident. dramas,independentmovies,internationalmovi",25
s3720,Bolívar,"luisalbertorestrepo,andrésbeltrán,jaimerayo luisgerónimoabreu,joséramónbarreto,ernestobenjumea,félixantequera,jeffersonquiñones,shanynadan,maríajosévargas,hansmartínez,mauromauad,álvarobayona,rosmerimarval,ireneesser,nohelyarteaga thi dramat depict the life – and love – of venezuelan gen. simón bolívar, who help liber sever latin american countri from spain. internationaltvshows,romantictvshows,spanish-languagetvshow",26
s3721,EVANGELION: DEATH (TRUE)²,"hideakianno megumiogata,kotonomitsuishi,megumihayashibara,yukomiyamura,yurikoyamaguchi,fumihikotachiki,motomukiyokawa,koichiyamadera,takehitokoyasu,hiroyuki,mikinagasawa,mugihito,akiraishida fifteen year after the second impact, apathet teen shinji join hi father' group nerv to fight the angels. but the truth may destroy them all. action&adventure,animefeatures,internationalmovi",28
s3722,Girls Incarcerated,"fights, friendships, dating, rules. teenag life is full of drama. but behind bars, the stake are so much higher. docuseries,realitytv",20
s3723,Go! Live Your Way,"pilarpascual,renatatoscano,joségiménezzapiola,santiagosaez,paulosanchezlima,carmelabarsamian,axelmuñiz,majocardoso,majochicar,gastónricaud,lauraazcurra charismat mía get a scholarship to an elit perform art school, where she make close friend but clash with the owner' popular daughter. kids'tv,spanish-languagetvshows,teentvshow",25
s3724,Magi: The Labyrinth of Magic,"kaoriishihara,yukikaji,harukatomatsu,daisukeono,ryoheikimura,yoshimasahosoya,takahirosakurai,showtaromorikubo,yuihorie,tomokazusugita a land of mysteri ruin and a magic treasur hunt await young aladdin and hi courag friend alibaba for the adventur of their lives. animeseries,internationaltvshow",26
s3725,Neon Genesis Evangelion,"megumiogata,kotonomitsuishi,yurikoyamaguchi,megumihayashibara,yukomiyamura,fumihikotachiki,akiraishida,motomukiyokawa,hiroyuki,mikinagasawa,takehitokoyasu,tomokazuseki,tetsuyaiwanaga,junkoiwao,mugihito fifteen year after the second impact, shinji ikari join hi father' group nerv as one of sever teenag mecha pilot fight the monstrou angels. animeseries,internationaltvshow",26
s3726,Shooter,"ryanphillippe,omarepps,davidmarciano,cynthiaaddai-robinson,shantelvansanten,tomsizemor a highli decor ex-marin sniper return to action to foil an assassin plot target the president, but soon find himself frame for murder. crimetvshows,tvaction&adventure,tvdrama",25
s3727,The Casketeers,"māori funer director franci and kaiora tipen and staff temper good humor with care and respect as they help polynesian famili cope with loss. internationaltvshows,realitytv",25
s3728,The Confession Tapes,"thi true crime documentari seri investig case where peopl convict of murder claim their confess were coerced, involuntari or false. crimetvshows,docuseri",21
s3729,The End of Evangelion,"hideakianno,kazuyatsurumaki megumiogata,kotonomitsuishi,megumihayashibara,yukomiyamura,yurikoyamaguchi,fumihikotachiki,motomukiyokawa,koichiyamadera,takehitokoyasu,hiroyuki,mikinagasawa,mariakawamura,mugihito,akiraishida seel order an all-out attack on nerv, aim to destroy the eva befor gendo can trigger third impact and instrument under hi control. action&adventure,animefeatures,internationalmovi",26
s3730,Rakkhosh,"abhijitkokate,srivinaysalian sanjaymishra,priyankabose,tannishthachatterjee,barunchanda,sonamonijayantgadekar,ashwathbhatt,atulmahal an asylum patient’ troubl past threaten hi grasp on realiti as fellow hospit resid begin disappear at the hand of an unknown entity. horrormovies,independentmovies,internationalmovi",26
s3731,The Wolf's Call,"antoninbaudri françoiscivil,omarsy,mathieukassovitz,redakateb,paulabeer,alexismichalik,jean-yvesberteloot,damienbonnard,pierrecevaër,sébastienlibessart with nuclear war looming, a militari expert in underwat acoust strive to prove thing aren't as they seem – or sound – use onli hi ears. dramas,internationalmovies,thril",29
s3732,Beats,"chrisrobinson khalileverage,anthonyanderson,uzoaduba,emayatzycorinealdi,paulwalterhauser,daveeast,seandreasledge,ashleyjackson,megansousa on chicago' south side, hip-hop prodigi august monro navig crippl anxieti and new creativ frontier with the help of an unlik mentor. dramas,independentmovies,music&mus",25
s3733,The Edge of Democracy,"petracosta polit documentari and person memoir collid in thi explor into the complex truth behind the unravel of two brazilian presidencies. documentaries,internationalmovi",22
s3734,Adam Devine: Best Time of Our Lives,"jaykara adamdevin frenet comic adam devin talk teen awkwardness, celebr encounters, hi ""pitch perfect"" audit and more in a special from hi hometown of omaha. stand-upcomedi",26
s3735,Cop Car,"jonwatt kevinbacon,jamesfreedson-jackson,hayswellford,camrynmanheim,sheawhigham,seanhartley,kyrasedgwick,loinguyen two mischiev boy get thrust into a game of cat and mous with a murder psychopath after they decid to steal a polic officer’ cruiser. thriller",28
s3736,Right Here Right Now,"jakoblass niklasbruhn,davidschütter,tinkafurst,corinnaharfouch,belab.felsenheimer,martinaschöne-radunski,mathiasbloech,tannabarthel,felixmariazeppenfeld,kalleschwensen the owner of a fail music club throw one last blowout, bring togeth friends, foe and hard-parti weirdo for an unhing new year' eve. comedies,dramas,independentmovi",27
s3737,Fate/Zero,"rikiyakoyama,ayakokawasumi,sayakaohara,shohayami,tomokazuseki,joujinakata,akinaabe,takumiyamasaki,hikarumidorikawa,daisukenamikawa after three unsettl battl for the mystic holi grail, an artifact that grant a miracl to those who hold it, a fourth war begins. animeseries,internationaltvshow",26
s3738,Kill la Kill,"amikoshimizu,toshihikoseki,ryokayuzuki,ayasuzaki,shinichiromiki,tetsuinada,nobuyukihiyama,mayumishintani,hiroyukiyoshino,romipark the ""woman with the scissor blade"" – ryuko matoi – search for clue all around the world for the truth behind her father' death. animeseries,internationaltvshow",26
s3739,Life Overtakes Me,"johnhaptas,kristinesamuelson in the grip of trauma, hundr of refuge children in sweden withdraw from life' uncertainti into a coma-lik ill call resign syndrome. documentari",24
s3740,Luckee,"sanjayjadhav abhaymahajan,diptisati,mayurmore,shubhangitambale,chetandalvi,nileshdiwekar when hi friend make a bet that he can woo hi colleg crush, a lovesick student name lucke struggl between satisfi hi heart and hormones. comedies,internationalmovies,romanticmovi",28
s3741,Pihu,"vinodkapri pihumyravishwakarma a two-year-old must fend for herself when her mother suddenli pass away while her father is gone for a conference, leav her prone to danger. dramas,independentmovies,internationalmovi",28
s3742,Puella Magi Madoka Magica,"aoiyuki,chiwasaito,kaorimizuhashi,erikitamura,emirikato,ainonaka one day, madoka kanam ha a veri magic encounter, one that can chang her destiny. thi is the begin of the new stori of magic witch girls. animeseries,internationaltvshow",29
